Flow,min_data,q1_data,med_data,q3_data,max_data,min_iat,q1_iat,med_iat,q3_iat,max_iat,label
192.168.0.128:80-192.168.0.170:1390,54,55.5,57.0,58.5,60,0.000083,0.000083,0.000083,0.000083,0.000083,1
192.168.0.170:1391-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000085,0.000085,0.000085,0.000085,0.000085,1
192.168.0.128:80-192.168.0.170:1391,54,55.5,57.0,58.5,60,0.000085,0.000085,0.000085,0.000085,0.000085,1
192.168.0.170:1392-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000079,0.000079,0.000079,0.000079,0.000079,1
192.168.0.128:80-192.168.0.170:1392,54,55.5,57.0,58.5,60,0.000079,0.000079,0.000079,0.000079,0.000079,1
192.168.0.170:1393-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000042,0.000042,0.000042,0.000042,0.000042,1
192.168.0.128:80-192.168.0.170:1393,54,55.5,57.0,58.5,60,0.000042,0.000042,0.000042,0.000042,0.000042,1
192.168.0.170:1394-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000081,0.000081,0.000081,0.000081,0.000081,1
192.168.0.128:80-192.168.0.170:1394,54,55.5,57.0,58.5,60,0.000081,0.000081,0.000081,0.000081,0.000081,1
192.168.0.170:1395-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000045,0.000045,0.000045,0.000045,0.000045,1
192.168.0.128:80-192.168.0.170:1395,54,55.5,57.0,58.5,60,0.000045,0.000045,0.000045,0.000045,0.000045,1
192.168.0.170:1396-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000083,0.000083,0.000083,0.000083,0.000083,1
192.168.0.128:80-192.168.0.170:1396,54,55.5,57.0,58.5,60,0.000083,0.000083,0.000083,0.000083,0.000083,1
192.168.0.170:1397-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000045,0.000045,0.000045,0.000045,0.000045,1
192.168.0.128:80-192.168.0.170:1397,54,55.5,57.0,58.5,60,0.000045,0.000045,0.000045,0.000045,0.000045,1
192.168.0.170:1398-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000045,0.000045,0.000045,0.000045,0.000045,1
192.168.0.128:80-192.168.0.170:1398,54,55.5,57.0,58.5,60,0.000045,0.000045,0.000045,0.000045,0.000045,1
192.168.0.170:1399-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000045,0.000045,0.000045,0.000045,0.000045,1
192.168.0.128:80-192.168.0.170:1399,54,55.5,57.0,58.5,60,0.000045,0.000045,0.000045,0.000045,0.000045,1
192.168.0.170:1400-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000089,0.000089,0.000089,0.000089,0.000089,1
192.168.0.128:80-192.168.0.170:1400,54,55.5,57.0,58.5,60,0.000089,0.000089,0.000089,0.000089,0.000089,1
192.168.0.170:1401-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000048,0.000048,0.000048,0.000048,0.000048,1
192.168.0.128:80-192.168.0.170:1401,54,55.5,57.0,58.5,60,0.000048,0.000048,0.000048,0.000048,0.000048,1
192.168.0.170:1402-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000048,0.000048,0.000048,0.000048,0.000048,1
192.168.0.128:80-192.168.0.170:1402,54,55.5,57.0,58.5,60,0.000048,0.000048,0.000048,0.000048,0.000048,1
192.168.0.170:1403-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000090,0.000090,0.000090,0.000090,0.000090,1
192.168.0.128:80-192.168.0.170:1403,54,55.5,57.0,58.5,60,0.000090,0.000090,0.000090,0.000090,0.000090,1
192.168.0.170:1404-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000046,0.000046,0.000046,0.000046,0.000046,1
192.168.0.128:80-192.168.0.170:1404,54,55.5,57.0,58.5,60,0.000046,0.000046,0.000046,0.000046,0.000046,1
192.168.0.170:1405-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000082,0.000082,0.000082,0.000082,0.000082,1
192.168.0.128:80-192.168.0.170:1405,54,55.5,57.0,58.5,60,0.000082,0.000082,0.000082,0.000082,0.000082,1
192.168.0.170:1406-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000048,0.000048,0.000048,0.000048,0.000048,1
192.168.0.128:80-192.168.0.170:1406,54,55.5,57.0,58.5,60,0.000048,0.000048,0.000048,0.000048,0.000048,1
192.168.0.170:1407-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000084,0.000084,0.000084,0.000084,0.000084,1
192.168.0.128:80-192.168.0.170:1407,54,55.5,57.0,58.5,60,0.000084,0.000084,0.000084,0.000084,0.000084,1
192.168.0.170:1408-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000048,0.000048,0.000048,0.000048,0.000048,1
192.168.0.128:80-192.168.0.170:1408,54,55.5,57.0,58.5,60,0.000048,0.000048,0.000048,0.000048,0.000048,1
192.168.0.170:1409-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000047,0.000047,0.000047,0.000047,0.000047,1
192.168.0.128:80-192.168.0.170:1409,54,55.5,57.0,58.5,60,0.000047,0.000047,0.000047,0.000047,0.000047,1
192.168.0.170:1410-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000085,0.000085,0.000085,0.000085,0.000085,1
192.168.0.128:80-192.168.0.170:1410,54,55.5,57.0,58.5,60,0.000085,0.000085,0.000085,0.000085,0.000085,1
192.168.0.170:1411-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000047,0.000047,0.000047,0.000047,0.000047,1
192.168.0.128:80-192.168.0.170:1411,54,55.5,57.0,58.5,60,0.000047,0.000047,0.000047,0.000047,0.000047,1
192.168.0.170:1412-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000044,0.000044,0.000044,0.000044,0.000044,1
192.168.0.128:80-192.168.0.170:1412,54,55.5,57.0,58.5,60,0.000044,0.000044,0.000044,0.000044,0.000044,1
192.168.0.170:1413-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000045,0.000045,0.000045,0.000045,0.000045,1
192.168.0.128:80-192.168.0.170:1413,54,55.5,57.0,58.5,60,0.000045,0.000045,0.000045,0.000045,0.000045,1
192.168.0.170:1414-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000047,0.000047,0.000047,0.000047,0.000047,1
192.168.0.128:80-192.168.0.170:1414,54,55.5,57.0,58.5,60,0.000047,0.000047,0.000047,0.000047,0.000047,1
192.168.0.170:1415-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000085,0.000085,0.000085,0.000085,0.000085,1
192.168.0.128:80-192.168.0.170:1415,54,55.5,57.0,58.5,60,0.000085,0.000085,0.000085,0.000085,0.000085,1
192.168.0.170:1416-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000045,0.000045,0.000045,0.000045,0.000045,1
192.168.0.128:80-192.168.0.170:1416,54,55.5,57.0,58.5,60,0.000045,0.000045,0.000045,0.000045,0.000045,1
192.168.0.170:1417-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000047,0.000047,0.000047,0.000047,0.000047,1
192.168.0.128:80-192.168.0.170:1417,54,55.5,57.0,58.5,60,0.000047,0.000047,0.000047,0.000047,0.000047,1
192.168.0.170:1418-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000045,0.000045,0.000045,0.000045,0.000045,1
192.168.0.128:80-192.168.0.170:1418,54,55.5,57.0,58.5,60,0.000045,0.000045,0.000045,0.000045,0.000045,1
192.168.0.170:1419-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000080,0.000080,0.000080,0.000080,0.000080,1
192.168.0.128:80-192.168.0.170:1419,54,55.5,57.0,58.5,60,0.000080,0.000080,0.000080,0.000080,0.000080,1
192.168.0.170:1420-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000080,0.000080,0.000080,0.000080,0.000080,1
192.168.0.128:80-192.168.0.170:1420,54,55.5,57.0,58.5,60,0.000080,0.000080,0.000080,0.000080,0.000080,1
192.168.0.170:1421-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000044,0.000044,0.000044,0.000044,0.000044,1
192.168.0.128:80-192.168.0.170:1421,54,55.5,57.0,58.5,60,0.000044,0.000044,0.000044,0.000044,0.000044,1
192.168.0.170:1422-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000047,0.000047,0.000047,0.000047,0.000047,1
192.168.0.128:80-192.168.0.170:1422,54,55.5,57.0,58.5,60,0.000047,0.000047,0.000047,0.000047,0.000047,1
192.168.0.170:1423-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000044,0.000044,0.000044,0.000044,0.000044,1
192.168.0.128:80-192.168.0.170:1423,54,55.5,57.0,58.5,60,0.000044,0.000044,0.000044,0.000044,0.000044,1
192.168.0.170:1424-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000044,0.000044,0.000044,0.000044,0.000044,1
192.168.0.128:80-192.168.0.170:1424,54,55.5,57.0,58.5,60,0.000044,0.000044,0.000044,0.000044,0.000044,1
192.168.0.170:1425-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000047,0.000047,0.000047,0.000047,0.000047,1
192.168.0.128:80-192.168.0.170:1425,54,55.5,57.0,58.5,60,0.000047,0.000047,0.000047,0.000047,0.000047,1
192.168.0.170:1426-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000045,0.000045,0.000045,0.000045,0.000045,1
192.168.0.128:80-192.168.0.170:1426,54,55.5,57.0,58.5,60,0.000045,0.000045,0.000045,0.000045,0.000045,1
192.168.0.170:1427-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000044,0.000044,0.000044,0.000044,0.000044,1
192.168.0.128:80-192.168.0.170:1427,54,55.5,57.0,58.5,60,0.000044,0.000044,0.000044,0.000044,0.000044,1
192.168.0.170:1428-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000046,0.000046,0.000046,0.000046,0.000046,1
192.168.0.128:80-192.168.0.170:1428,54,55.5,57.0,58.5,60,0.000046,0.000046,0.000046,0.000046,0.000046,1
192.168.0.170:1429-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000045,0.000045,0.000045,0.000045,0.000045,1
192.168.0.128:80-192.168.0.170:1429,54,55.5,57.0,58.5,60,0.000045,0.000045,0.000045,0.000045,0.000045,1
192.168.0.170:1430-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000047,0.000047,0.000047,0.000047,0.000047,1
192.168.0.128:80-192.168.0.170:1430,54,55.5,57.0,58.5,60,0.000047,0.000047,0.000047,0.000047,0.000047,1
192.168.0.170:1431-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000052,0.000052,0.000052,0.000052,0.000052,1
192.168.0.128:80-192.168.0.170:1431,54,55.5,57.0,58.5,60,0.000052,0.000052,0.000052,0.000052,0.000052,1
192.168.0.170:1432-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000078,0.000078,0.000078,0.000078,0.000078,1
192.168.0.128:80-192.168.0.170:1432,54,55.5,57.0,58.5,60,0.000078,0.000078,0.000078,0.000078,0.000078,1
192.168.0.170:1433-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000043,0.000043,0.000043,0.000043,0.000043,1
192.168.0.128:80-192.168.0.170:1433,54,55.5,57.0,58.5,60,0.000043,0.000043,0.000043,0.000043,0.000043,1
192.168.0.170:1434-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000057,0.000057,0.000057,0.000057,0.000057,1
192.168.0.128:80-192.168.0.170:1434,54,55.5,57.0,58.5,60,0.000057,0.000057,0.000057,0.000057,0.000057,1
192.168.0.170:1435-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000044,0.000044,0.000044,0.000044,0.000044,1
192.168.0.128:80-192.168.0.170:1435,54,55.5,57.0,58.5,60,0.000044,0.000044,0.000044,0.000044,0.000044,1
192.168.0.170:1436-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000044,0.000044,0.000044,0.000044,0.000044,1
192.168.0.128:80-192.168.0.170:1436,54,55.5,57.0,58.5,60,0.000044,0.000044,0.000044,0.000044,0.000044,1
192.168.0.170:1437-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000079,0.000079,0.000079,0.000079,0.000079,1
192.168.0.128:80-192.168.0.170:1437,54,55.5,57.0,58.5,60,0.000079,0.000079,0.000079,0.000079,0.000079,1
192.168.0.170:1438-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000045,0.000045,0.000045,0.000045,0.000045,1
192.168.0.128:80-192.168.0.170:1438,54,55.5,57.0,58.5,60,0.000045,0.000045,0.000045,0.000045,0.000045,1
192.168.0.170:1439-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000043,0.000043,0.000043,0.000043,0.000043,1
192.168.0.128:80-192.168.0.170:1439,54,55.5,57.0,58.5,60,0.000043,0.000043,0.000043,0.000043,0.000043,1
192.168.0.170:1440-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000079,0.000079,0.000079,0.000079,0.000079,1
192.168.0.128:80-192.168.0.170:1440,54,55.5,57.0,58.5,60,0.000079,0.000079,0.000079,0.000079,0.000079,1
192.168.0.170:1441-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000043,0.000043,0.000043,0.000043,0.000043,1
192.168.0.128:80-192.168.0.170:1441,54,55.5,57.0,58.5,60,0.000043,0.000043,0.000043,0.000043,0.000043,1
192.168.0.170:1442-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000079,0.000079,0.000079,0.000079,0.000079,1
192.168.0.128:80-192.168.0.170:1442,54,55.5,57.0,58.5,60,0.000079,0.000079,0.000079,0.000079,0.000079,1
192.168.0.170:1443-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000076,0.000076,0.000076,0.000076,0.000076,1
192.168.0.128:80-192.168.0.170:1443,54,55.5,57.0,58.5,60,0.000076,0.000076,0.000076,0.000076,0.000076,1
192.168.0.170:1444-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000048,0.000048,0.000048,0.000048,0.000048,1
192.168.0.128:80-192.168.0.170:1444,54,55.5,57.0,58.5,60,0.000048,0.000048,0.000048,0.000048,0.000048,1
192.168.0.170:1445-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000082,0.000082,0.000082,0.000082,0.000082,1
192.168.0.128:80-192.168.0.170:1445,54,55.5,57.0,58.5,60,0.000082,0.000082,0.000082,0.000082,0.000082,1
192.168.0.170:1446-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000044,0.000044,0.000044,0.000044,0.000044,1
192.168.0.128:80-192.168.0.170:1446,54,55.5,57.0,58.5,60,0.000044,0.000044,0.000044,0.000044,0.000044,1
192.168.0.170:1447-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000048,0.000048,0.000048,0.000048,0.000048,1
192.168.0.128:80-192.168.0.170:1447,54,55.5,57.0,58.5,60,0.000048,0.000048,0.000048,0.000048,0.000048,1
192.168.0.170:1448-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000084,0.000084,0.000084,0.000084,0.000084,1
192.168.0.128:80-192.168.0.170:1448,54,55.5,57.0,58.5,60,0.000084,0.000084,0.000084,0.000084,0.000084,1
192.168.0.170:1449-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000044,0.000044,0.000044,0.000044,0.000044,1
192.168.0.128:80-192.168.0.170:1449,54,55.5,57.0,58.5,60,0.000044,0.000044,0.000044,0.000044,0.000044,1
192.168.0.170:1450-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000047,0.000047,0.000047,0.000047,0.000047,1
192.168.0.128:80-192.168.0.170:1450,54,55.5,57.0,58.5,60,0.000047,0.000047,0.000047,0.000047,0.000047,1
192.168.0.170:1451-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000047,0.000047,0.000047,0.000047,0.000047,1
192.168.0.128:80-192.168.0.170:1451,54,55.5,57.0,58.5,60,0.000047,0.000047,0.000047,0.000047,0.000047,1
192.168.0.170:1452-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000044,0.000044,0.000044,0.000044,0.000044,1
192.168.0.128:80-192.168.0.170:1452,54,55.5,57.0,58.5,60,0.000044,0.000044,0.000044,0.000044,0.000044,1
192.168.0.170:1453-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000081,0.000081,0.000081,0.000081,0.000081,1
192.168.0.128:80-192.168.0.170:1453,54,55.5,57.0,58.5,60,0.000081,0.000081,0.000081,0.000081,0.000081,1
192.168.0.170:1454-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000045,0.000045,0.000045,0.000045,0.000045,1
192.168.0.128:80-192.168.0.170:1454,54,55.5,57.0,58.5,60,0.000045,0.000045,0.000045,0.000045,0.000045,1
192.168.0.170:1455-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000048,0.000048,0.000048,0.000048,0.000048,1
192.168.0.128:80-192.168.0.170:1455,54,55.5,57.0,58.5,60,0.000048,0.000048,0.000048,0.000048,0.000048,1
192.168.0.170:1456-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000049,0.000049,0.000049,0.000049,0.000049,1
192.168.0.128:80-192.168.0.170:1456,54,55.5,57.0,58.5,60,0.000049,0.000049,0.000049,0.000049,0.000049,1
192.168.0.170:1457-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000047,0.000047,0.000047,0.000047,0.000047,1
192.168.0.128:80-192.168.0.170:1457,54,55.5,57.0,58.5,60,0.000047,0.000047,0.000047,0.000047,0.000047,1
192.168.0.170:1458-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000081,0.000081,0.000081,0.000081,0.000081,1
192.168.0.128:80-192.168.0.170:1458,54,55.5,57.0,58.5,60,0.000081,0.000081,0.000081,0.000081,0.000081,1
192.168.0.170:1459-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000045,0.000045,0.000045,0.000045,0.000045,1
192.168.0.128:80-192.168.0.170:1459,54,55.5,57.0,58.5,60,0.000045,0.000045,0.000045,0.000045,0.000045,1
192.168.0.170:1460-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000044,0.000044,0.000044,0.000044,0.000044,1
192.168.0.128:80-192.168.0.170:1460,54,55.5,57.0,58.5,60,0.000044,0.000044,0.000044,0.000044,0.000044,1
192.168.0.170:1461-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000045,0.000045,0.000045,0.000045,0.000045,1
192.168.0.128:80-192.168.0.170:1461,54,55.5,57.0,58.5,60,0.000045,0.000045,0.000045,0.000045,0.000045,1
192.168.0.170:1462-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000085,0.000085,0.000085,0.000085,0.000085,1
192.168.0.128:80-192.168.0.170:1462,54,55.5,57.0,58.5,60,0.000085,0.000085,0.000085,0.000085,0.000085,1
192.168.0.170:1463-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000083,0.000083,0.000083,0.000083,0.000083,1
192.168.0.128:80-192.168.0.170:1463,54,55.5,57.0,58.5,60,0.000083,0.000083,0.000083,0.000083,0.000083,1
192.168.0.170:1464-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000044,0.000044,0.000044,0.000044,0.000044,1
192.168.0.128:80-192.168.0.170:1464,54,55.5,57.0,58.5,60,0.000044,0.000044,0.000044,0.000044,0.000044,1
192.168.0.170:1465-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000048,0.000048,0.000048,0.000048,0.000048,1
192.168.0.128:80-192.168.0.170:1465,54,55.5,57.0,58.5,60,0.000048,0.000048,0.000048,0.000048,0.000048,1
192.168.0.170:1466-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000052,0.000052,0.000052,0.000052,0.000052,1
192.168.0.128:80-192.168.0.170:1466,54,55.5,57.0,58.5,60,0.000052,0.000052,0.000052,0.000052,0.000052,1
192.168.0.170:1467-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000066,0.000066,0.000066,0.000066,0.000066,1
192.168.0.128:80-192.168.0.170:1467,54,55.5,57.0,58.5,60,0.000066,0.000066,0.000066,0.000066,0.000066,1
192.168.0.170:1468-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000047,0.000047,0.000047,0.000047,0.000047,1
192.168.0.128:80-192.168.0.170:1468,54,55.5,57.0,58.5,60,0.000047,0.000047,0.000047,0.000047,0.000047,1
192.168.0.170:1469-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000084,0.000084,0.000084,0.000084,0.000084,1
192.168.0.128:80-192.168.0.170:1469,54,55.5,57.0,58.5,60,0.000084,0.000084,0.000084,0.000084,0.000084,1
192.168.0.170:1470-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000047,0.000047,0.000047,0.000047,0.000047,1
192.168.0.128:80-192.168.0.170:1470,54,55.5,57.0,58.5,60,0.000047,0.000047,0.000047,0.000047,0.000047,1
192.168.0.170:1471-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000046,0.000046,0.000046,0.000046,0.000046,1
192.168.0.128:80-192.168.0.170:1471,54,55.5,57.0,58.5,60,0.000046,0.000046,0.000046,0.000046,0.000046,1
192.168.0.170:1472-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000044,0.000044,0.000044,0.000044,0.000044,1
192.168.0.128:80-192.168.0.170:1472,54,55.5,57.0,58.5,60,0.000044,0.000044,0.000044,0.000044,0.000044,1
192.168.0.170:1473-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000045,0.000045,0.000045,0.000045,0.000045,1
192.168.0.128:80-192.168.0.170:1473,54,55.5,57.0,58.5,60,0.000045,0.000045,0.000045,0.000045,0.000045,1
192.168.0.170:1474-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000031,0.000031,0.000031,0.000031,0.000031,1
192.168.0.128:80-192.168.0.170:1474,54,55.5,57.0,58.5,60,0.000031,0.000031,0.000031,0.000031,0.000031,1
192.168.0.170:1475-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000043,0.000043,0.000043,0.000043,0.000043,1
192.168.0.128:80-192.168.0.170:1475,54,55.5,57.0,58.5,60,0.000043,0.000043,0.000043,0.000043,0.000043,1
192.168.0.170:1476-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000043,0.000043,0.000043,0.000043,0.000043,1
192.168.0.128:80-192.168.0.170:1476,54,55.5,57.0,58.5,60,0.000043,0.000043,0.000043,0.000043,0.000043,1
192.168.0.170:1477-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000089,0.000089,0.000089,0.000089,0.000089,1
192.168.0.128:80-192.168.0.170:1477,54,55.5,57.0,58.5,60,0.000089,0.000089,0.000089,0.000089,0.000089,1
192.168.0.170:1478-192.168.0.128:80,54,55.5,57.0,58.5,60,0.000049,0.000049,0.000049,0.000049,0.000049,1
