,frame.time_relative,direction,frame.len,device_mac,label
111,16.589464,0,54,00:0c:29:48:50:c7,Scan-1
112,16.58954,0,54,00:0c:29:48:50:c7,Scan-1
113,16.58962,0,54,00:0c:29:48:50:c7,Scan-1
114,16.589718,0,54,00:0c:29:48:50:c7,Scan-1
115,16.589794,0,54,00:0c:29:48:50:c7,Scan-1
116,16.593316,0,50,00:50:56:c0:00:08,Scan-1
117,16.593346,0,38,00:50:56:c0:00:08,Scan-1
118,16.593364,0,50,00:50:56:c0:00:08,Scan-1
119,16.593378,0,38,00:50:56:c0:00:08,Scan-1
120,16.593392,0,50,00:50:56:c0:00:08,Scan-1
121,16.593405,0,38,00:50:56:c0:00:08,Scan-1
122,16.593419,0,50,00:50:56:c0:00:08,Scan-1
123,16.593431,0,38,00:50:56:c0:00:08,Scan-1
124,16.593445,0,50,00:50:56:c0:00:08,Scan-1
125,16.593458,0,38,00:50:56:c0:00:08,Scan-1
126,16.593475,0,50,00:50:56:c0:00:08,Scan-1
127,16.593488,0,38,00:50:56:c0:00:08,Scan-1
128,16.593503,0,50,00:50:56:c0:00:08,Scan-1
129,16.593516,0,38,00:50:56:c0:00:08,Scan-1
130,16.593531,0,50,00:50:56:c0:00:08,Scan-1
131,16.59355,0,38,00:50:56:c0:00:08,Scan-1
132,16.593571,0,50,00:50:56:c0:00:08,Scan-1
133,16.593584,0,38,00:50:56:c0:00:08,Scan-1
134,16.593599,0,50,00:50:56:c0:00:08,Scan-1
135,16.593612,0,38,00:50:56:c0:00:08,Scan-1
136,16.593629,0,50,00:50:56:c0:00:08,Scan-1
137,16.593642,0,38,00:50:56:c0:00:08,Scan-1
138,16.593656,0,50,00:50:56:c0:00:08,Scan-1
139,16.593668,0,38,00:50:56:c0:00:08,Scan-1
140,16.593686,0,50,00:50:56:c0:00:08,Scan-1
141,16.593699,0,38,00:50:56:c0:00:08,Scan-1
142,16.593715,0,54,00:0c:29:48:50:c7,Scan-1
143,16.59372,0,50,00:50:56:c0:00:08,Scan-1
144,16.593733,0,38,00:50:56:c0:00:08,Scan-1
145,16.593749,0,50,00:50:56:c0:00:08,Scan-1
146,16.593764,0,38,00:50:56:c0:00:08,Scan-1
147,16.59378,0,50,00:50:56:c0:00:08,Scan-1
148,16.593793,0,38,00:50:56:c0:00:08,Scan-1
149,16.593807,0,50,00:50:56:c0:00:08,Scan-1
150,16.593821,0,38,00:50:56:c0:00:08,Scan-1
151,16.593836,0,50,00:50:56:c0:00:08,Scan-1
152,16.59385,0,38,00:50:56:c0:00:08,Scan-1
153,16.593866,0,50,00:50:56:c0:00:08,Scan-1
154,16.593881,0,38,00:50:56:c0:00:08,Scan-1
155,16.593898,0,50,00:50:56:c0:00:08,Scan-1
156,16.593914,0,38,00:50:56:c0:00:08,Scan-1
157,16.59393,0,54,00:0c:29:48:50:c7,Scan-1
158,16.593935,0,50,00:50:56:c0:00:08,Scan-1
159,16.593949,0,38,00:50:56:c0:00:08,Scan-1
160,16.593965,0,50,00:50:56:c0:00:08,Scan-1
161,16.593979,0,38,00:50:56:c0:00:08,Scan-1
162,16.593994,0,50,00:50:56:c0:00:08,Scan-1
163,16.594008,0,38,00:50:56:c0:00:08,Scan-1
164,16.594025,0,50,00:50:56:c0:00:08,Scan-1
165,16.594041,0,38,00:50:56:c0:00:08,Scan-1
166,16.594059,0,50,00:50:56:c0:00:08,Scan-1
167,16.594071,0,38,00:50:56:c0:00:08,Scan-1
168,16.594088,0,50,00:50:56:c0:00:08,Scan-1
169,16.5941,0,38,00:50:56:c0:00:08,Scan-1
170,16.594106,0,54,00:0c:29:48:50:c7,Scan-1
171,16.594118,0,50,00:50:56:c0:00:08,Scan-1
172,16.59413,0,38,00:50:56:c0:00:08,Scan-1
173,16.594143,0,50,00:50:56:c0:00:08,Scan-1
174,16.594155,0,38,00:50:56:c0:00:08,Scan-1
175,16.594168,0,50,00:50:56:c0:00:08,Scan-1
176,16.59418,0,38,00:50:56:c0:00:08,Scan-1
177,16.594193,0,50,00:50:56:c0:00:08,Scan-1
178,16.594205,0,38,00:50:56:c0:00:08,Scan-1
179,16.594217,0,50,00:50:56:c0:00:08,Scan-1
180,16.594229,0,38,00:50:56:c0:00:08,Scan-1
181,16.594243,0,54,00:0c:29:48:50:c7,Scan-1
182,16.594247,0,50,00:50:56:c0:00:08,Scan-1
183,16.594259,0,38,00:50:56:c0:00:08,Scan-1
184,16.594272,0,50,00:50:56:c0:00:08,Scan-1
185,16.594284,0,38,00:50:56:c0:00:08,Scan-1
186,16.594298,0,50,00:50:56:c0:00:08,Scan-1
187,16.59431,0,38,00:50:56:c0:00:08,Scan-1
188,16.594496,0,54,00:0c:29:48:50:c7,Scan-1
189,16.594582,0,54,00:0c:29:48:50:c7,Scan-1
190,16.594659,0,54,00:0c:29:48:50:c7,Scan-1
191,16.594743,0,54,00:0c:29:48:50:c7,Scan-1
192,16.594823,0,54,00:0c:29:48:50:c7,Scan-1
193,16.5949,0,54,00:0c:29:48:50:c7,Scan-1
194,16.594982,0,54,00:0c:29:48:50:c7,Scan-1
195,16.595062,0,54,00:0c:29:48:50:c7,Scan-1
196,16.595137,0,54,00:0c:29:48:50:c7,Scan-1
197,16.595233,0,54,00:0c:29:48:50:c7,Scan-1
198,16.595314,0,54,00:0c:29:48:50:c7,Scan-1
199,16.595389,0,54,00:0c:29:48:50:c7,Scan-1
200,16.595468,0,54,00:0c:29:48:50:c7,Scan-1
201,16.595547,0,54,00:0c:29:48:50:c7,Scan-1
202,16.595645,0,54,00:0c:29:48:50:c7,Scan-1
203,16.595735,0,54,00:0c:29:48:50:c7,Scan-1
204,16.595812,0,54,00:0c:29:48:50:c7,Scan-1
205,16.595908,0,54,00:0c:29:48:50:c7,Scan-1
206,16.595989,0,54,00:0c:29:48:50:c7,Scan-1
207,16.596065,0,54,00:0c:29:48:50:c7,Scan-1
208,16.59616,0,54,00:0c:29:48:50:c7,Scan-1
209,16.59624,0,54,00:0c:29:48:50:c7,Scan-1
210,16.596316,0,54,00:0c:29:48:50:c7,Scan-1
211,16.596414,0,54,00:0c:29:48:50:c7,Scan-1
212,16.596494,0,54,00:0c:29:48:50:c7,Scan-1
213,16.59657,0,54,00:0c:29:48:50:c7,Scan-1
214,16.596667,0,54,00:0c:29:48:50:c7,Scan-1
215,16.596769,0,54,00:0c:29:48:50:c7,Scan-1
216,16.596849,0,54,00:0c:29:48:50:c7,Scan-1
217,16.596927,0,54,00:0c:29:48:50:c7,Scan-1
218,16.598783,0,50,00:50:56:c0:00:08,Scan-1
219,16.598806,0,38,00:50:56:c0:00:08,Scan-1
220,16.598823,0,50,00:50:56:c0:00:08,Scan-1
221,16.598835,0,38,00:50:56:c0:00:08,Scan-1
222,16.598849,0,50,00:50:56:c0:00:08,Scan-1
223,16.598861,0,38,00:50:56:c0:00:08,Scan-1
224,16.598874,0,50,00:50:56:c0:00:08,Scan-1
225,16.598887,0,38,00:50:56:c0:00:08,Scan-1
226,16.598904,0,50,00:50:56:c0:00:08,Scan-1
227,16.598917,0,38,00:50:56:c0:00:08,Scan-1
228,16.59893,0,50,00:50:56:c0:00:08,Scan-1
229,16.598943,0,38,00:50:56:c0:00:08,Scan-1
230,16.598956,0,50,00:50:56:c0:00:08,Scan-1
231,16.598972,0,38,00:50:56:c0:00:08,Scan-1
232,16.598985,0,50,00:50:56:c0:00:08,Scan-1
233,16.598997,0,38,00:50:56:c0:00:08,Scan-1
234,16.59901,0,50,00:50:56:c0:00:08,Scan-1
235,16.599023,0,38,00:50:56:c0:00:08,Scan-1
236,16.599039,0,50,00:50:56:c0:00:08,Scan-1
237,16.599051,0,38,00:50:56:c0:00:08,Scan-1
238,16.599065,0,50,00:50:56:c0:00:08,Scan-1
239,16.599077,0,38,00:50:56:c0:00:08,Scan-1
240,16.59909,0,50,00:50:56:c0:00:08,Scan-1
241,16.599105,0,38,00:50:56:c0:00:08,Scan-1
242,16.599118,0,50,00:50:56:c0:00:08,Scan-1
243,16.59913,0,38,00:50:56:c0:00:08,Scan-1
244,16.599144,0,50,00:50:56:c0:00:08,Scan-1
245,16.59916,0,38,00:50:56:c0:00:08,Scan-1
246,16.599173,0,50,00:50:56:c0:00:08,Scan-1
247,16.599185,0,38,00:50:56:c0:00:08,Scan-1
248,16.5992,0,50,00:50:56:c0:00:08,Scan-1
249,16.599212,0,38,00:50:56:c0:00:08,Scan-1
250,16.599226,0,50,00:50:56:c0:00:08,Scan-1
251,16.599242,0,38,00:50:56:c0:00:08,Scan-1
252,16.599248,0,54,00:0c:29:48:50:c7,Scan-1
253,16.59926,0,50,00:50:56:c0:00:08,Scan-1
254,16.599272,0,38,00:50:56:c0:00:08,Scan-1
255,16.599285,0,50,00:50:56:c0:00:08,Scan-1
256,16.599297,0,38,00:50:56:c0:00:08,Scan-1
257,16.59931,0,50,00:50:56:c0:00:08,Scan-1
258,16.599322,0,38,00:50:56:c0:00:08,Scan-1
259,16.599335,0,50,00:50:56:c0:00:08,Scan-1
260,16.59935,0,38,00:50:56:c0:00:08,Scan-1
261,16.599363,0,50,00:50:56:c0:00:08,Scan-1
262,16.599376,0,38,00:50:56:c0:00:08,Scan-1
263,16.599388,0,50,00:50:56:c0:00:08,Scan-1
264,16.5994,0,38,00:50:56:c0:00:08,Scan-1
265,16.599409,0,54,00:0c:29:48:50:c7,Scan-1
266,16.599414,0,50,00:50:56:c0:00:08,Scan-1
267,16.599425,0,38,00:50:56:c0:00:08,Scan-1
268,16.599438,0,50,00:50:56:c0:00:08,Scan-1
269,16.59945,0,38,00:50:56:c0:00:08,Scan-1
270,16.599463,0,50,00:50:56:c0:00:08,Scan-1
271,16.599475,0,38,00:50:56:c0:00:08,Scan-1
272,16.599488,0,50,00:50:56:c0:00:08,Scan-1
273,16.5995,0,38,00:50:56:c0:00:08,Scan-1
274,16.599516,0,50,00:50:56:c0:00:08,Scan-1
275,16.599528,0,38,00:50:56:c0:00:08,Scan-1
276,16.599541,0,50,00:50:56:c0:00:08,Scan-1
277,16.599553,0,38,00:50:56:c0:00:08,Scan-1
278,16.599566,0,50,00:50:56:c0:00:08,Scan-1
279,16.599571,0,54,00:0c:29:48:50:c7,Scan-1
280,16.599582,0,38,00:50:56:c0:00:08,Scan-1
281,16.599595,0,50,00:50:56:c0:00:08,Scan-1
282,16.599607,0,38,00:50:56:c0:00:08,Scan-1
283,16.59962,0,50,00:50:56:c0:00:08,Scan-1
284,16.599633,0,38,00:50:56:c0:00:08,Scan-1
285,16.599646,0,50,00:50:56:c0:00:08,Scan-1
286,16.599658,0,38,00:50:56:c0:00:08,Scan-1
287,16.599671,0,50,00:50:56:c0:00:08,Scan-1
288,16.599684,0,38,00:50:56:c0:00:08,Scan-1
289,16.599699,0,50,00:50:56:c0:00:08,Scan-1
290,16.599715,0,38,00:50:56:c0:00:08,Scan-1
291,16.599728,0,50,00:50:56:c0:00:08,Scan-1
292,16.599741,0,38,00:50:56:c0:00:08,Scan-1
293,16.599757,0,50,00:50:56:c0:00:08,Scan-1
294,16.59977,0,38,00:50:56:c0:00:08,Scan-1
295,16.599783,0,50,00:50:56:c0:00:08,Scan-1
296,16.599795,0,38,00:50:56:c0:00:08,Scan-1
297,16.599809,0,50,00:50:56:c0:00:08,Scan-1
298,16.599827,0,38,00:50:56:c0:00:08,Scan-1
299,16.59984,0,50,00:50:56:c0:00:08,Scan-1
300,16.599853,0,38,00:50:56:c0:00:08,Scan-1
301,16.599866,0,50,00:50:56:c0:00:08,Scan-1
302,16.599881,0,38,00:50:56:c0:00:08,Scan-1
303,16.599896,0,50,00:50:56:c0:00:08,Scan-1
304,16.599908,0,38,00:50:56:c0:00:08,Scan-1
305,16.599922,0,50,00:50:56:c0:00:08,Scan-1
306,16.599937,0,38,00:50:56:c0:00:08,Scan-1
307,16.59995,0,50,00:50:56:c0:00:08,Scan-1
308,16.599962,0,38,00:50:56:c0:00:08,Scan-1
309,16.599975,0,50,00:50:56:c0:00:08,Scan-1
310,16.599991,0,38,00:50:56:c0:00:08,Scan-1
311,16.600007,0,50,00:50:56:c0:00:08,Scan-1
312,16.600019,0,38,00:50:56:c0:00:08,Scan-1
313,16.600032,0,50,00:50:56:c0:00:08,Scan-1
314,16.600044,0,38,00:50:56:c0:00:08,Scan-1
315,16.600061,0,50,00:50:56:c0:00:08,Scan-1
316,16.600073,0,38,00:50:56:c0:00:08,Scan-1
317,16.600086,0,50,00:50:56:c0:00:08,Scan-1
318,16.600098,0,38,00:50:56:c0:00:08,Scan-1
319,16.600111,0,50,00:50:56:c0:00:08,Scan-1
320,16.600127,0,38,00:50:56:c0:00:08,Scan-1
321,16.604618,0,50,00:50:56:c0:00:08,Scan-1
322,16.604643,0,38,00:50:56:c0:00:08,Scan-1
323,16.604662,0,50,00:50:56:c0:00:08,Scan-1
324,16.604675,0,38,00:50:56:c0:00:08,Scan-1
325,16.60469,0,50,00:50:56:c0:00:08,Scan-1
326,16.604703,0,38,00:50:56:c0:00:08,Scan-1
327,16.604717,0,50,00:50:56:c0:00:08,Scan-1
328,16.60473,0,38,00:50:56:c0:00:08,Scan-1
329,16.604744,0,50,00:50:56:c0:00:08,Scan-1
330,16.604756,0,38,00:50:56:c0:00:08,Scan-1
331,16.604773,0,50,00:50:56:c0:00:08,Scan-1
332,16.604786,0,38,00:50:56:c0:00:08,Scan-1
333,16.6048,0,50,00:50:56:c0:00:08,Scan-1
334,16.604812,0,38,00:50:56:c0:00:08,Scan-1
335,16.604825,0,50,00:50:56:c0:00:08,Scan-1
336,16.604841,0,38,00:50:56:c0:00:08,Scan-1
337,16.604855,0,50,00:50:56:c0:00:08,Scan-1
338,16.604868,0,38,00:50:56:c0:00:08,Scan-1
339,16.604884,0,50,00:50:56:c0:00:08,Scan-1
340,16.604902,0,38,00:50:56:c0:00:08,Scan-1
341,16.604919,0,50,00:50:56:c0:00:08,Scan-1
342,16.604932,0,38,00:50:56:c0:00:08,Scan-1
343,16.604947,0,50,00:50:56:c0:00:08,Scan-1
344,16.604963,0,38,00:50:56:c0:00:08,Scan-1
345,16.604976,0,50,00:50:56:c0:00:08,Scan-1
346,16.604989,0,38,00:50:56:c0:00:08,Scan-1
347,16.605002,0,50,00:50:56:c0:00:08,Scan-1
348,16.605017,0,38,00:50:56:c0:00:08,Scan-1
349,16.605031,0,50,00:50:56:c0:00:08,Scan-1
350,16.605043,0,38,00:50:56:c0:00:08,Scan-1
351,16.605058,0,50,00:50:56:c0:00:08,Scan-1
352,16.605073,0,38,00:50:56:c0:00:08,Scan-1
353,16.605088,0,50,00:50:56:c0:00:08,Scan-1
354,16.605101,0,38,00:50:56:c0:00:08,Scan-1
355,16.605119,0,50,00:50:56:c0:00:08,Scan-1
356,16.605132,0,38,00:50:56:c0:00:08,Scan-1
357,16.605147,0,50,00:50:56:c0:00:08,Scan-1
358,16.605164,0,38,00:50:56:c0:00:08,Scan-1
359,16.605179,0,50,00:50:56:c0:00:08,Scan-1
360,16.605191,0,38,00:50:56:c0:00:08,Scan-1
361,16.611271,0,54,00:0c:29:48:50:c7,Scan-1
362,16.611393,0,54,00:0c:29:48:50:c7,Scan-1
363,16.611507,0,54,00:0c:29:48:50:c7,Scan-1
364,16.611593,0,54,00:0c:29:48:50:c7,Scan-1
365,16.61168,0,54,00:0c:29:48:50:c7,Scan-1
366,16.611769,0,54,00:0c:29:48:50:c7,Scan-1
367,16.611846,0,54,00:0c:29:48:50:c7,Scan-1
368,16.611945,0,54,00:0c:29:48:50:c7,Scan-1
369,16.612024,0,54,00:0c:29:48:50:c7,Scan-1
370,16.612104,0,54,00:0c:29:48:50:c7,Scan-1
371,16.612202,0,54,00:0c:29:48:50:c7,Scan-1
372,16.612282,0,54,00:0c:29:48:50:c7,Scan-1
373,16.612363,0,54,00:0c:29:48:50:c7,Scan-1
374,16.612462,0,54,00:0c:29:48:50:c7,Scan-1
375,16.612539,0,54,00:0c:29:48:50:c7,Scan-1
376,16.612621,0,54,00:0c:29:48:50:c7,Scan-1
377,16.612722,0,54,00:0c:29:48:50:c7,Scan-1
378,16.612799,0,54,00:0c:29:48:50:c7,Scan-1
379,16.61288,0,54,00:0c:29:48:50:c7,Scan-1
380,16.612959,0,54,00:0c:29:48:50:c7,Scan-1
381,16.613038,0,54,00:0c:29:48:50:c7,Scan-1
382,16.613136,0,54,00:0c:29:48:50:c7,Scan-1
383,16.613213,0,54,00:0c:29:48:50:c7,Scan-1
384,16.613295,0,54,00:0c:29:48:50:c7,Scan-1
385,16.613395,0,54,00:0c:29:48:50:c7,Scan-1
386,16.613471,0,54,00:0c:29:48:50:c7,Scan-1
387,16.613572,0,54,00:0c:29:48:50:c7,Scan-1
388,16.613656,0,54,00:0c:29:48:50:c7,Scan-1
389,16.613733,0,54,00:0c:29:48:50:c7,Scan-1
390,16.613817,0,54,00:0c:29:48:50:c7,Scan-1
391,16.613917,0,54,00:0c:29:48:50:c7,Scan-1
392,16.613998,0,54,00:0c:29:48:50:c7,Scan-1
393,16.614075,0,54,00:0c:29:48:50:c7,Scan-1
394,16.614175,0,54,00:0c:29:48:50:c7,Scan-1
395,16.614276,0,54,00:0c:29:48:50:c7,Scan-1
396,16.614359,0,54,00:0c:29:48:50:c7,Scan-1
397,16.614437,0,54,00:0c:29:48:50:c7,Scan-1
398,16.614617,0,54,00:0c:29:48:50:c7,Scan-1
399,16.61481,0,54,00:0c:29:48:50:c7,Scan-1
400,16.614896,0,54,00:0c:29:48:50:c7,Scan-1
401,16.614997,0,54,00:0c:29:48:50:c7,Scan-1
402,16.615097,0,54,00:0c:29:48:50:c7,Scan-1
403,16.615194,0,54,00:0c:29:48:50:c7,Scan-1
404,16.615276,0,54,00:0c:29:48:50:c7,Scan-1
405,16.615353,0,54,00:0c:29:48:50:c7,Scan-1
406,16.615434,0,54,00:0c:29:48:50:c7,Scan-1
407,16.615515,0,54,00:0c:29:48:50:c7,Scan-1
408,16.615595,0,54,00:0c:29:48:50:c7,Scan-1
409,16.615675,0,54,00:0c:29:48:50:c7,Scan-1
410,16.615772,0,54,00:0c:29:48:50:c7,Scan-1
411,16.615852,0,54,00:0c:29:48:50:c7,Scan-1
412,16.615934,0,54,00:0c:29:48:50:c7,Scan-1
413,16.616019,0,54,00:0c:29:48:50:c7,Scan-1
414,16.616117,0,54,00:0c:29:48:50:c7,Scan-1
415,16.616215,0,54,00:0c:29:48:50:c7,Scan-1
416,16.616313,0,54,00:0c:29:48:50:c7,Scan-1
417,16.61641,0,54,00:0c:29:48:50:c7,Scan-1
418,16.616509,0,54,00:0c:29:48:50:c7,Scan-1
419,16.616606,0,54,00:0c:29:48:50:c7,Scan-1
420,16.616705,0,54,00:0c:29:48:50:c7,Scan-1
421,16.616803,0,54,00:0c:29:48:50:c7,Scan-1
422,16.616902,0,54,00:0c:29:48:50:c7,Scan-1
423,16.617,0,54,00:0c:29:48:50:c7,Scan-1
424,16.617082,0,54,00:0c:29:48:50:c7,Scan-1
425,16.617165,0,54,00:0c:29:48:50:c7,Scan-1
426,16.617247,0,54,00:0c:29:48:50:c7,Scan-1
427,16.617326,0,54,00:0c:29:48:50:c7,Scan-1
428,16.618861,0,50,00:50:56:c0:00:08,Scan-1
429,16.618884,0,38,00:50:56:c0:00:08,Scan-1
430,16.618902,0,50,00:50:56:c0:00:08,Scan-1
431,16.618915,0,38,00:50:56:c0:00:08,Scan-1
432,16.618928,0,50,00:50:56:c0:00:08,Scan-1
433,16.61894,0,38,00:50:56:c0:00:08,Scan-1
434,16.618954,0,50,00:50:56:c0:00:08,Scan-1
435,16.618966,0,38,00:50:56:c0:00:08,Scan-1
436,16.61898,0,50,00:50:56:c0:00:08,Scan-1
437,16.618993,0,38,00:50:56:c0:00:08,Scan-1
438,16.61901,0,50,00:50:56:c0:00:08,Scan-1
439,16.619022,0,38,00:50:56:c0:00:08,Scan-1
440,16.619035,0,50,00:50:56:c0:00:08,Scan-1
441,16.619047,0,38,00:50:56:c0:00:08,Scan-1
442,16.619061,0,50,00:50:56:c0:00:08,Scan-1
443,16.619076,0,38,00:50:56:c0:00:08,Scan-1
444,16.619089,0,50,00:50:56:c0:00:08,Scan-1
445,16.619102,0,38,00:50:56:c0:00:08,Scan-1
446,16.619115,0,50,00:50:56:c0:00:08,Scan-1
447,16.619127,0,38,00:50:56:c0:00:08,Scan-1
448,16.619141,0,50,00:50:56:c0:00:08,Scan-1
449,16.619153,0,38,00:50:56:c0:00:08,Scan-1
450,16.619169,0,50,00:50:56:c0:00:08,Scan-1
451,16.619182,0,38,00:50:56:c0:00:08,Scan-1
452,16.619188,0,54,00:0c:29:48:50:c7,Scan-1
453,16.6192,0,50,00:50:56:c0:00:08,Scan-1
454,16.619213,0,38,00:50:56:c0:00:08,Scan-1
455,16.619226,0,50,00:50:56:c0:00:08,Scan-1
456,16.619238,0,38,00:50:56:c0:00:08,Scan-1
457,16.619252,0,50,00:50:56:c0:00:08,Scan-1
458,16.619264,0,38,00:50:56:c0:00:08,Scan-1
459,16.619279,0,50,00:50:56:c0:00:08,Scan-1
