,frame.time_relative,direction,frame.len,device_mac,label
68,31.034828,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
69,31.034873,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
70,32.038341,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
71,32.038421,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
72,33.039276,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
73,33.039356,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
74,34.040446,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
75,34.04049,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
76,35.039177,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
77,35.039224,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
78,36.041299,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
79,36.041343,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
80,37.042066,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
81,37.04211,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
82,38.044685,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
83,38.044732,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
84,39.046384,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
85,39.046429,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
86,40.047504,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
87,40.047548,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
88,41.046632,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
89,41.046678,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
90,42.046247,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
91,42.046292,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
92,42.149559,1,103,dc:a6:32:fb:69:b5,PortScanningAttack
93,43.048256,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
94,43.048303,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
95,43.061782,0,42,dc:a6:32:fb:69:b5,PortScanningAttack
96,43.065399,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
97,44.053533,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
98,44.053585,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
99,45.04843,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
100,45.048508,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
101,46.146122,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
102,46.146165,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
103,47.052071,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
104,47.052128,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
105,48.052717,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
106,48.052761,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
107,49.051686,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
108,49.05173,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
109,50.056098,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
110,50.056177,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
111,51.060544,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
112,51.060589,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
113,51.304642,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
114,51.304665,0,42,dc:a6:32:fb:69:b5,PortScanningAttack
115,52.061487,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
116,52.06153,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
117,53.06279,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
118,53.062869,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
119,54.062931,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
120,54.062974,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
121,55.062675,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
122,55.062754,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
123,56.064942,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
124,56.065018,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
125,57.064963,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
126,57.065011,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
127,58.065479,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
128,58.065561,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
129,59.065131,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
130,59.065175,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
131,60.066879,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
132,60.066927,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
133,61.069755,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
134,61.069839,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
135,62.068959,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
136,62.069003,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
137,62.147458,1,103,dc:a6:32:fb:69:b5,PortScanningAttack
138,63.069522,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
139,63.069569,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
140,64.069749,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
141,64.069796,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
142,65.069199,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
143,65.069243,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
144,65.141781,0,42,dc:a6:32:fb:69:b5,PortScanningAttack
145,65.147624,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
146,66.072638,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
147,66.072719,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
148,67.071148,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
149,67.071193,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
150,68.07356,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
151,68.073608,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
152,69.075324,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
153,69.075373,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
154,70.074109,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
155,70.074156,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
156,71.075675,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
157,71.075756,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
158,72.078036,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
159,72.078081,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
160,73.079381,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
161,73.079425,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
162,74.080495,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
163,74.08054,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
164,75.17543,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
165,75.175515,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
166,76.083088,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
167,76.083171,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
168,77.084075,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
169,77.084119,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
170,78.084678,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
171,78.084726,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
172,78.106341,1,46,dc:a6:32:fb:69:b5,PortScanningAttack
173,78.111209,1,86,dc:a6:32:fb:69:b5,PortScanningAttack
174,78.18174,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
175,78.181764,0,42,dc:a6:32:fb:69:b5,PortScanningAttack
176,79.085857,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
177,79.085909,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
178,79.381794,0,86,dc:a6:32:fb:69:b5,PortScanningAttack
179,80.086676,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
180,80.086742,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
181,81.08665,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
182,81.086697,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
183,81.231205,0,86,d8:f2:ca:8e:17:69,PortScanningAttack
184,81.729117,1,86,dc:a6:32:fb:69:b5,PortScanningAttack
185,82.087318,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
186,82.087402,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
187,82.138207,1,103,dc:a6:32:fb:69:b5,PortScanningAttack
188,82.731256,0,86,d8:f2:ca:8e:17:69,PortScanningAttack
189,83.089295,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
190,83.089342,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
191,83.729184,0,86,d8:f2:ca:8e:17:69,PortScanningAttack
192,84.090977,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
193,84.091023,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
194,85.089454,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
195,85.089498,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
196,86.091461,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
197,86.091506,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
198,87.061801,0,86,dc:a6:32:fb:69:b5,PortScanningAttack
199,87.061839,0,46,dc:a6:32:fb:69:b5,PortScanningAttack
200,87.094601,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
201,87.094632,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
202,87.141781,0,42,dc:a6:32:fb:69:b5,PortScanningAttack
203,87.145957,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
204,87.910971,0,86,d8:f2:ca:8e:17:69,PortScanningAttack
205,88.097212,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
206,88.097255,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
207,89.099875,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
208,89.099918,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
209,90.099062,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
210,90.099151,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
211,91.099705,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
212,91.099754,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
213,92.102676,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
214,92.102758,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
215,92.899825,0,90,dc:a6:32:fb:69:b5,PortScanningAttack
216,93.016209,1,90,dc:a6:32:fb:69:b5,PortScanningAttack
217,93.103473,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
218,93.103513,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
219,94.10366,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
220,94.103707,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
221,95.103785,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
222,95.10383,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
223,96.105766,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
224,96.105813,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
225,97.107187,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
226,97.107268,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
227,97.941807,0,42,dc:a6:32:fb:69:b5,PortScanningAttack
228,97.943703,1,42,dc:a6:32:fb:69:b5,PortScanningAttack
229,98.112745,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
230,98.112824,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
231,99.11069,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
232,99.110735,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
233,100.109741,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
234,100.109824,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
235,101.110679,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
236,101.110721,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
237,102.114347,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
238,102.114392,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
239,102.711307,1,103,dc:a6:32:fb:69:b5,PortScanningAttack
240,103.117222,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
241,103.117267,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
242,103.618024,1,103,dc:a6:32:fb:69:b5,PortScanningAttack
243,104.11656,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
244,104.116612,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
245,104.930622,1,103,dc:a6:32:fb:69:b5,PortScanningAttack
246,105.154394,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
247,105.154438,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
248,105.318545,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
249,105.318576,0,42,dc:a6:32:fb:69:b5,PortScanningAttack
250,106.15152,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
251,106.151567,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
252,106.342776,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
253,106.342803,0,42,dc:a6:32:fb:69:b5,PortScanningAttack
254,107.187865,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
255,107.187945,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
256,108.123018,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
257,108.123067,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
258,109.141786,0,42,dc:a6:32:fb:69:b5,PortScanningAttack
259,109.142589,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
260,109.142628,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
261,109.14571,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
262,110.126238,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
263,110.126287,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
264,111.128173,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
265,111.128253,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
266,112.128704,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
267,112.12878,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
268,113.129614,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
269,113.129657,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
270,114.133714,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
271,114.133758,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
272,115.131172,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
273,115.131214,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
274,116.132602,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
275,116.132647,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
276,117.133175,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
277,117.13322,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
278,118.134049,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
279,118.134094,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
280,119.136351,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
281,119.136398,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
282,120.135109,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
283,120.135202,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
284,121.134334,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
285,121.13438,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
286,122.137247,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
287,122.137329,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
288,123.138067,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
289,123.13815,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
290,124.13815,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
291,124.138194,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
292,124.625065,1,103,dc:a6:32:fb:69:b5,PortScanningAttack
293,125.137031,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
294,125.137107,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
295,126.142841,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
296,126.142929,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
297,127.141299,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
298,127.141343,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
299,128.144581,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
300,128.144624,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
301,129.142811,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
302,129.142855,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
303,130.143373,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
304,130.143418,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
305,131.157311,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
306,131.157357,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
307,131.221782,0,42,dc:a6:32:fb:69:b5,PortScanningAttack
308,131.225383,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
309,132.146682,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
310,132.146726,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
311,133.147641,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
312,133.147723,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
313,133.223998,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
314,133.224043,0,42,dc:a6:32:fb:69:b5,PortScanningAttack
315,134.149372,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
316,134.149418,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
317,135.149183,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
318,135.149268,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
319,136.152955,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
320,136.153037,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
321,137.159677,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
322,137.159724,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
323,138.158698,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
324,138.158744,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
325,139.157858,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
326,139.157937,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
327,140.158882,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
328,140.158926,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
329,141.15844,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
330,141.158484,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
331,142.159574,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
332,142.159616,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
333,143.162692,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
334,143.162738,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
335,144.162819,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
336,144.162866,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
337,144.628163,1,103,dc:a6:32:fb:69:b5,PortScanningAttack
338,145.162957,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
339,145.163049,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
340,146.166741,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
341,146.166789,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
342,147.166522,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
343,147.166568,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
344,148.168207,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
345,148.168291,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
346,149.168481,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
347,149.168526,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
348,150.168564,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
349,150.16861,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
350,151.170999,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
351,151.171043,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
352,152.17187,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
353,152.171916,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
354,153.173238,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
355,153.173285,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
356,154.174772,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
357,154.174816,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
358,155.174319,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
359,155.174364,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
360,156.17724,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
361,156.177285,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
362,157.175243,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
363,157.175288,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
364,157.221782,0,42,dc:a6:32:fb:69:b5,PortScanningAttack
365,157.227073,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
366,158.176072,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
367,158.176121,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
368,159.177081,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
369,159.177127,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
370,160.189295,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
371,160.18934,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
372,160.362681,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
373,160.36271,0,42,dc:a6:32:fb:69:b5,PortScanningAttack
374,161.178478,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
375,161.178522,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
376,162.178868,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
377,162.178949,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
378,163.179355,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
379,163.179438,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
380,164.179951,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
381,164.180022,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
382,164.657864,1,103,dc:a6:32:fb:69:b5,PortScanningAttack
383,165.178976,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
384,165.179108,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
385,166.17953,0,60,d8:f2:ca:8e:17:69,PortScanningAttack
386,166.179611,0,54,dc:a6:32:fb:69:b5,PortScanningAttack
