,frame.time_relative,direction,frame.len,device_mac,label
44,362.420571,0,2200,00:19:b9:0a:69:f1,Friday-Filtrado
45,362.42139,0,66,00:c1:b1:14:eb:31,Friday-Filtrado
46,362.421727,0,66,00:c1:b1:14:eb:31,Friday-Filtrado
47,362.46061,0,66,00:c1:b1:14:eb:31,Friday-Filtrado
48,367.400526,0,66,00:c1:b1:14:eb:31,Friday-Filtrado
49,367.400808,0,66,00:19:b9:0a:69:f1,Friday-Filtrado
50,367.401581,0,66,00:c1:b1:14:eb:31,Friday-Filtrado
51,367.425628,0,66,00:19:b9:0a:69:f1,Friday-Filtrado
52,367.426407,0,66,00:c1:b1:14:eb:31,Friday-Filtrado
53,367.426482,0,66,00:19:b9:0a:69:f1,Friday-Filtrado
54,368.280413,0,74,00:c1:b1:14:eb:31,Friday-Filtrado
55,368.280516,0,74,00:19:b9:0a:69:f1,Friday-Filtrado
56,368.281333,0,66,00:c1:b1:14:eb:31,Friday-Filtrado
57,368.281375,0,413,00:c1:b1:14:eb:31,Friday-Filtrado
58,368.281451,0,66,00:19:b9:0a:69:f1,Friday-Filtrado
59,368.283578,0,430,00:19:b9:0a:69:f1,Friday-Filtrado
60,368.284127,0,66,00:c1:b1:14:eb:31,Friday-Filtrado
61,368.299714,0,422,00:c1:b1:14:eb:31,Friday-Filtrado
62,368.302104,0,1114,00:19:b9:0a:69:f1,Friday-Filtrado
63,368.340555,0,66,00:c1:b1:14:eb:31,Friday-Filtrado
64,371.498445,0,396,00:c1:b1:14:eb:31,Friday-Filtrado
65,371.521654,0,3590,00:19:b9:0a:69:f1,Friday-Filtrado
66,371.522385,0,66,00:c1:b1:14:eb:31,Friday-Filtrado
67,371.522826,0,66,00:c1:b1:14:eb:31,Friday-Filtrado
68,371.533162,0,420,00:c1:b1:14:eb:31,Friday-Filtrado
69,371.559585,0,3689,00:19:b9:0a:69:f1,Friday-Filtrado
70,371.560359,0,66,00:c1:b1:14:eb:31,Friday-Filtrado
71,371.600512,0,66,00:c1:b1:14:eb:31,Friday-Filtrado
72,376.562768,0,66,00:19:b9:0a:69:f1,Friday-Filtrado
73,376.563433,0,66,00:c1:b1:14:eb:31,Friday-Filtrado
74,376.563488,0,66,00:19:b9:0a:69:f1,Friday-Filtrado
75,3009.998871,0,74,00:c1:b1:14:eb:31,Friday-Filtrado
76,3009.999005,0,74,00:19:b9:0a:69:f1,Friday-Filtrado
77,3009.999869,0,66,00:c1:b1:14:eb:31,Friday-Filtrado
78,3009.999887,0,413,00:c1:b1:14:eb:31,Friday-Filtrado
79,3009.999991,0,66,00:19:b9:0a:69:f1,Friday-Filtrado
80,3010.001132,0,430,00:19:b9:0a:69:f1,Friday-Filtrado
81,3010.001767,0,66,00:c1:b1:14:eb:31,Friday-Filtrado
82,3010.018976,0,422,00:c1:b1:14:eb:31,Friday-Filtrado
83,3010.021076,0,1114,00:19:b9:0a:69:f1,Friday-Filtrado
84,3010.058527,0,66,00:c1:b1:14:eb:31,Friday-Filtrado
85,3015.026225,0,66,00:19:b9:0a:69:f1,Friday-Filtrado
86,3015.026856,0,66,00:c1:b1:14:eb:31,Friday-Filtrado
87,3015.026932,0,66,00:19:b9:0a:69:f1,Friday-Filtrado
